Line,CNV_MIR335,CNV_JUND,CNV_FOXP2,CNV_TFAP2C,CNV_FOSL1,CNV_MIR16-2,CNV_PLAUR,MIR335,JUND,FOXP2,TFAP2C,FOSL1,MIR16-2,PLAUR,T0_MIR335,T0_JUND,T0_FOXP2,T0_TFAP2C,T0_FOSL1,T0_MIR16-2,T0_PLAUR
NIHOVCAR3,2,2,3,6,4,4,2,5.991862,4.90110824301451,0.250961573533219,3.34766565630097,1.77820857639809,7.3207555,4.24564777363675,5.991862,4.90110824301451,0.250961573533219,3.34766565630097,1.77820857639809,7.3207555,4.24564777363675
HL60,2,2,2,2,2,2,2,6.4742737,5.09508049190141,0.0143552929770701,0.111031312388744,1.13750352374994,7.259743,4.86096279785812,6.4742737,5.09508049190141,0.0143552929770701,0.111031312388744,1.13750352374994,7.259743,4.86096279785812
HEL,2,3,2,2,3,2,4,6.2667866,6.95686979831631,1.70929063572336,0.0426443374084937,4.77557736093065,6.2846622,3.9126498648972,6.2667866,6.95686979831631,1.70929063572336,0.0426443374084937,4.77557736093065,6.2846622,3.9126498648972
HEL9217,1,3,2,2,3,2,3,5.9450927,5.47735352663456,2.61353165291793,0.0143552929770701,3.96901230751632,5.9450927,3.605257262939,5.9450927,5.47735352663456,2.61353165291793,0.0143552929770701,3.96901230751632,5.9450927,3.605257262939
MONOMAC6,2,2,2,2,2,2,2,6.0163627,5.33699741660501,0.0426443374084937,1.0496307677246,4.4535175792155,6.7174025,5.32409051603798,6.0163627,5.33699741660501,0.0426443374084937,1.0496307677246,4.4535175792155,6.7174025,5.32409051603798
LS513,3,2,3,2,2,2,2,6.731319,5.70956635383999,0,0.565597175854225,4.08915913191124,5.9886847,4.09423606984577,6.731319,5.70956635383999,0,0.565597175854225,4.08915913191124,5.9886847,4.09423606984577
A101D,5,3,5,4,2,2,3,6.4679317,3.90689059560852,0.16349873228288,5.14282184411593,6.84799690655495,6.1415963,5.65449282588346,6.4679317,3.90689059560852,0.16349873228288,5.14282184411593,6.84799690655495,6.1415963,5.65449282588346
C2BBE1,2,1,2,3,1,2,1,6.112283,4.74362267606766,0.0426443374084937,3.84699468696557,3.99004721957379,6.037602,2.86591881455221,6.112283,4.74362267606766,0.0426443374084937,3.84699468696557,3.99004721957379,6.037602,2.86591881455221
HCC827,2,2,3,3,3,2,2,6.104756,4.7076352195453,0.214124805352847,2.03562390973072,7.85168658573342,5.8715973,6.22670118455169,6.104756,4.7076352195453,0.214124805352847,2.03562390973072,7.85168658573342,5.8715973,6.22670118455169
ONCODG1,2,2,3,5,4,4,2,5.8522487,5.47443604325227,0.298658315564515,3.58135124716878,1.6507645591169,5.9759054,4.64558638591361,5.8522487,5.47443604325227,0.298658315564515,3.58135124716878,1.6507645591169,5.9759054,4.64558638591361
HS294T,3,3,4,5,3,2,3,5.9241,5.17871464117544,0.150559676575381,4.07296327155522,6.14200491598488,6.2564445,5.54318652456517,5.9241,5.17871464117544,0.150559676575381,4.07296327155522,6.14200491598488,6.2564445,5.54318652456517
NCIH1581,3,1,2,2,2,2,1,6.6869206,5.15502057835857,3.43028527297778,0.422233000683048,3.15704371014558,6.444932,1.94860084749336,6.6869206,5.15502057835857,3.43028527297778,0.422233000683048,3.15704371014558,6.444932,1.94860084749336
SKBR3,6,3,7,7,4,3,4,6.0049505,5.29572302453997,0.124328135002202,7.05831649559082,0.526068811667588,6.1562347,2.94860084749336,6.0049505,5.29572302453997,0.124328135002202,7.05831649559082,0.526068811667588,6.1562347,2.94860084749336
T24,2,3,3,7,5,2,3,5.987776,4.54720302475693,0,2.58014548442338,8.42492208821069,7.706669,6.48042670519188,5.987776,4.54720302475693,0,2.58014548442338,8.42492208821069,7.706669,6.48042670519188
MCF7,2,2,3,4,2,2,2,6.0360637,5.89020346667564,0.422233000683048,5.57924050057297,0.613531652917927,6.624978,1.92219784839637,6.0360637,5.89020346667564,0.422233000683048,5.57924050057297,0.613531652917927,6.624978,1.92219784839637
MHHCALL2,2,1,1,1,1,2,1,6.2942533,5.05267672430358,0,0.0426443374084937,2.61353165291793,6.0343037,3.78450398292957,6.2942533,5.05267672430358,0,0.0426443374084937,2.61353165291793,6.0343037,3.78450398292957
NCIH1693,2,2,3,3,4,2,3,6.039577,4.40871186102943,0.0840642647884745,2.05658352836637,4.94110631094643,7.0001125,4.78031009904338,6.039577,4.40871186102943,0.0840642647884745,2.05658352836637,4.94110631094643,7.0001125,4.78031009904338
PATU8988S,2,3,4,6,4,2,2,5.683135,5.7636771418966,0.0285691521967709,0.713695814843359,3.81147103052984,6.1139503,3.92599941855622,5.683135,5.7636771418966,0.0285691521967709,0.713695814843359,3.81147103052984,6.1139503,3.92599941855622
PATU8988T,2,3,3,4,4,2,2,6.1860647,5.28095631383106,0.070389327891398,1.76128527336162,8.48228361168178,6.2986584,3.87676249078156,6.1860647,5.28095631383106,0.070389327891398,1.76128527336162,8.48228361168178,6.2986584,3.87676249078156
OPM2,2,4,4,4,4,2,4,6.411426,6.71849862770922,2.55336050333533,0.0565835283663675,0.575312330687437,6.040235,0.84799690655495,6.411426,6.71849862770922,2.55336050333533,0.0565835283663675,0.575312330687437,6.040235,0.84799690655495
GOS3,3,2,3,2,2,2,2,5.991862,6.95279947789994,1.0071955014042,3.54225804976692,5.28132732965948,5.991862,3.22496636500027,5.991862,6.95279947789994,1.0071955014042,3.54225804976692,5.28132732965948,5.991862,3.22496636500027
KPL1,2,4,6,7,4,2,4,6.044394,6.31922050252387,0.773996325111173,6.24849688595938,2.73984810269933,6.1127,2.51853513898218,6.044394,6.31922050252387,0.773996325111173,6.24849688595938,2.73984810269933,6.1127,2.51853513898218
PC14,3,3,4,4,4,3,3,6.0515895,6.1149916133336,0.584962500721156,3.66902676550963,6.36352154354655,5.9020734,5.06608919045777,6.0515895,6.1149916133336,0.584962500721156,3.66902676550963,6.36352154354655,5.9020734,5.06608919045777
PANC0213,2,2,2,2,2,3,2,5.843733,5.51096191927738,0.189033824390017,2.53356334821451,7.3560557524207,7.1626935,8.49281457256712,5.843733,5.51096191927738,0.189033824390017,2.53356334821451,7.3560557524207,7.1626935,8.49281457256712
MHHCALL3,2,2,2,2,2,2,2,6.133399,5.3215673760354,0,0.0840642647884745,0.941106310946432,6.674969,4.41006969175638,6.133399,5.3215673760354,0,0.0840642647884745,0.941106310946432,6.674969,4.41006969175638
NCIH1650,2,2,2,4,2,2,3,5.9916353,6.38836176840333,0.070389327891398,5.48510476108097,4.15785216914174,7.3537645,5.84799690655495,5.9916353,6.38836176840333,0.070389327891398,5.48510476108097,4.15785216914174,7.3537645,5.84799690655495
S117,2,7,7,7,7,2,7,6.276869,5.48800077083407,0.150559676575381,3.58736499093646,8.17407678865984,6.0386996,7.70860110981008,6.276869,5.48800077083407,0.150559676575381,3.58736499093646,8.17407678865984,6.0386996,7.70860110981008
EHEB,2,2,2,2,2,2,2,6.5201077,5.90448409790142,0.505890929729957,0.0143552929770701,3.43562859405209,6.209843,2.21412480535285,6.5201077,5.90448409790142,0.505890929729957,0.0143552929770701,3.43562859405209,6.209843,2.21412480535285
SKNMC,2,2,2,2,2,3,2,6.3172317,6.12246565817924,3.9174317553901,0.070389327891398,1.02856915219677,7.5312257,5.74685018309805,6.3172317,6.12246565817924,3.9174317553901,0.070389327891398,1.02856915219677,7.5312257,5.74685018309805
RDES,2,2,3,4,5,1,2,6.7446995,5.15704371014558,0.31034012061215,0.918386234446348,2.02147972741045,5.9224358,4.63517394667492,6.7446995,5.15704371014558,0.31034012061215,0.918386234446348,2.02147972741045,5.9224358,4.63517394667492
PANC0203,2,3,3,4,4,3,3,5.797791,4.37155886261196,0.0565835283663675,2.17951105027151,8.03380840292834,6.375213,6.10097764772482,5.797791,4.37155886261196,0.0565835283663675,2.17951105027151,8.03380840292834,6.375213,6.10097764772482
HS895T,2,2,2,2,2,2,2,6.2776127,5.45582036508492,0.475084882948783,0.214124805352847,7.18398267811283,7.466464,6.30815697511476,6.2776127,5.45582036508492,0.475084882948783,0.214124805352847,7.18398267811283,7.466464,6.30815697511476
MDAMB134VI,2,2,2,2,1,2,2,6.107688,5.79727243202997,0.6959938131099,5.70735913208088,0.526068811667588,6.0239205,2.81147103052984,6.107688,5.79727243202997,0.6959938131099,5.70735913208088,0.526068811667588,6.0239205,2.81147103052984
MV411,2,3,2,2,2,2,3,5.9541965,7.38223493275113,3.13586316536868,0.485426827170242,3.96162332828694,6.1354527,5.66249036391378,5.9541965,7.38223493275113,3.13586316536868,0.485426827170242,3.96162332828694,6.1354527,5.66249036391378
ACHN,3,1,2,1,1,2,1,5.89506,5.46597446450407,1.13750352374994,1.22032995487956,7.30615285211144,5.992542,5.26491169307446,5.89506,5.46597446450407,1.13750352374994,1.22032995487956,7.30615285211144,5.992542,5.26491169307446
TOV112D,2,1,1,1,1,2,1,5.82604,5.73822740036724,0.124328135002202,0.263034405833794,3.54225804976692,7.018033,2.4541758931858,5.82604,5.73822740036724,0.124328135002202,0.263034405833794,3.54225804976692,7.018033,2.4541758931858
NCIH929,2,2,2,3,2,2,2,6.0748906,4.95559179175399,2.19219416528334,2.58014548442338,2.26002565596146,6.936991,2.70708299177171,6.0748906,4.95559179175399,2.19219416528334,2.58014548442338,2.26002565596146,6.936991,2.70708299177171
TE617T,2,2,2,2,2,2,2,5.8361764,6.78907712686035,0.7311832415722,0.0840642647884745,3.0036022366802,5.9236245,1.51096191927738,5.8361764,6.78907712686035,0.7311832415722,0.0840642647884745,3.0036022366802,5.9236245,1.51096191927738
A673,2,2,2,2,3,2,2,5.931683,6.15886210620846,0.0426443374084937,0.0426443374084937,2.82578562746479,6.026579,5.1906148602095,5.931683,6.15886210620846,0.0426443374084937,0.0426443374084937,2.82578562746479,6.026579,5.1906148602095
KARPAS299,2,2,2,2,2,2,2,6.0254717,5.66078033403255,0.807354922057604,0.0143552929770701,4.79025073883523,5.987776,5.5765221379205,6.0254717,5.66078033403255,0.807354922057604,0.0143552929770701,4.79025073883523,5.987776,5.5765221379205
